experiment_id,distance,eta,schedule_factor,perturbation_level,seed,eta_eff,predicted_derivative,observed_derivative,sign_match
exp_schedule_sensitivity_transfer,3,50,idle_padding,-1,47,50.463157894736845,-135959.98171745153,-146455.7228047915,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,-1,71,50.463157894736845,-135959.98171745153,-137827.71664992208,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,-1,89,50.463157894736845,-135959.98171745153,-129146.27166266044,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,0,11,45.5,-116490.6,-117764.88804730892,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,0,29,45.5,-116490.6,-124264.93438395359,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,0,47,45.5,-116490.6,-125483.35773109309,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,0,71,45.5,-116490.6,-118090.87649442178,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,0,89,45.5,-116490.6,-110652.60883170048,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,1,11,41.06666666666666,-100162.16190476187,-101257.83353584506,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,1,29,41.06666666666666,-100162.16190476187,-106846.77112874489,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,1,47,41.06666666666666,-100162.16190476187,-107894.40859103565,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,1,71,41.06666666666666,-100162.16190476187,-101538.12832030664,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,1,89,41.06666666666666,-100162.16190476187,-95142.47948748711,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,-1,11,1.1085714285714285,-261.9837990580848,-241.91249754935586,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,-1,29,1.1085714285714285,-261.9837990580848,-244.1988659096181,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,-1,47,1.1085714285714285,-261.9837990580848,-258.5677235409406,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,-1,71,1.1085714285714285,-261.9837990580848,-279.2607153625781,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,-1,89,1.1085714285714285,-261.9837990580848,-282.3024108910966,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,0,11,0.91,-200.26,-184.91752899763512,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,0,29,0.91,-200.26,-186.6652253417308,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,0,47,0.91,-200.26,-197.64875729902818,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,0,71,0.91,-200.26,-213.46644738940796,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,0,89,0.91,-200.26,-215.7915146215465,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,1,11,0.7486238532110092,-154.87146199814833,-143.00633209302276,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,1,29,0.7486238532110092,-154.87146199814833,-144.35791647302335,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,1,47,0.7486238532110092,-154.87146199814833,-152.8520523570243,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,1,71,0.7486238532110092,-154.87146199814833,-165.0846938717089,1
exp_schedule_sensitivity_transfer,5,1,temporal_order,1,89,0.7486238532110092,-154.87146199814833,-166.88278915526672,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,-1,11,1.1812500000000001,-378.5045454545455,-349.5062681505424,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,-1,29,1.1812500000000001,-378.5045454545455,-352.80952896305865,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,-1,47,1.1812500000000001,-378.5045454545455,-373.5691253426767,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,-1,71,1.1812500000000001,-378.5045454545455,-403.46559791733006,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,-1,89,1.1812500000000001,-378.5045454545455,-407.8601276079915,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,0,11,0.91,-263.98,-243.75576403073865,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,0,29,0.91,-263.98,-246.0595535089888,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,0,47,0.91,-263.98,-260.537895494844,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,0,71,0.91,-263.98,-281.3885587828619,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,0,89,0.91,-263.98,-284.45343068908346,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,1,11,0.7040178571428571,-187.98239795918366,-173.5805479160208,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,1,29,0.7040178571428571,-187.98239795918366,-175.2210959519122,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,1,47,0.7040178571428571,-187.98239795918366,-185.53124613364636,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,1,71,0.7040178571428571,-187.98239795918366,-200.37918038594242,1
exp_schedule_sensitivity_transfer,5,1,measurement_reset_asymmetry,1,89,0.7040178571428571,-187.98239795918366,-202.5617016768329,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,-1,11,1.1324444444444444,-295.29076543209874,-272.6677253546589,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,-1,29,1.1324444444444444,-295.29076543209874,-275.244768154973,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,-1,47,1.1324444444444444,-295.29076543209874,-291.44039163853563,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,-1,71,1.1324444444444444,-295.29076543209874,-314.7641598106917,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,-1,89,1.1324444444444444,-295.29076543209874,-318.19255730724257,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,0,11,0.91,-218.47000000000003,-201.73241066670005,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,0,29,0.91,-218.47000000000003,-203.6390281654246,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,0,47,0.91,-218.47000000000003,-215.62131232956503,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,0,71,0.91,-218.47000000000003,-232.8773332725655,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,0,89,0.91,-218.47000000000003,-235.4138230269114,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,1,11,0.7330909090909091,-163.8958016528926,-151.3392921938451,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,1,29,0.7330909090909091,-163.8958016528926,-152.76963321732154,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,1,47,0.7330909090909091,-163.8958016528926,-161.75872127844917,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,1,71,0.7330909090909091,-163.8958016528926,-174.70415720005013,1
exp_schedule_sensitivity_transfer,5,1,cnot_decomposition,1,89,0.7330909090909091,-163.8958016528926,-176.60702725851525,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,-1,11,1.0092631578947369,-126.05991135734074,-116.40211382133411,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,-1,29,1.0092631578947369,-126.05991135734074,-117.50225586775501,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,-1,47,1.0092631578947369,-126.05991135734074,-124.41618308700711,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,-1,71,1.0092631578947369,-126.05991135734074,-134.37312211962055,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,-1,89,1.0092631578947369,-126.05991135734074,-135.83670830349772,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,0,11,0.91,-109.23000000000002,-100.86158839714216,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,0,29,0.91,-109.23000000000002,-101.81485351082223,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,0,47,0.91,-109.23000000000002,-107.80572136109483,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,0,71,0.91,-109.23000000000002,-116.4333369037503,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,0,89,0.91,-109.23000000000002,-117.70152372970902,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,1,11,0.8213333333333331,-95.01212698412697,-87.73298585196389,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,1,29,0.8213333333333331,-95.01212698412697,-88.56216964790373,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,1,47,0.8213333333333331,-95.01212698412697,-93.77323892315069,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,1,71,0.8213333333333331,-95.01212698412697,-101.27784483278182,1
exp_schedule_sensitivity_transfer,5,1,idle_padding,1,89,0.8213333333333331,-95.01212698412697,-102.38095870028697,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,-1,11,5.542857142857143,-3417.4229199372053,-3155.6047233330223,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,-1,29,5.542857142857143,-3417.4229199372053,-3185.4290394390996,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,-1,47,5.542857142857143,-3417.4229199372053,-3372.862245534829,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,-1,71,5.542857142857143,-3417.4229199372053,-3642.7900227011505,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,-1,89,5.542857142857143,-3417.4229199372053,-3682.467132705671,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,0,11,4.550000000000001,-2566.500000000001,-2369.8733555000035,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,0,29,4.550000000000001,-2566.500000000001,-2392.2715511812257,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,0,47,4.550000000000001,-2566.500000000001,-2533.0347328870266,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,0,71,4.550000000000001,-2566.500000000001,-2735.751708903005,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,0,89,4.550000000000001,-2566.500000000001,-2765.5493971646824,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,1,11,3.7431192660550465,-1948.2315629997477,-1798.9721689059913,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,1,29,3.7431192660550465,-1948.2315629997477,-1815.974651579049,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,1,47,3.7431192660550465,-1948.2315629997477,-1922.8280603098144,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,1,71,3.7431192660550465,-1948.2315629997477,-2076.7106284104148,1
exp_schedule_sensitivity_transfer,5,5,temporal_order,1,89,3.7431192660550465,-1948.2315629997477,-2099.330069975125,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,-1,11,5.906250000000001,-5001.613636363638,-4618.4262191013695,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,-1,29,5.906250000000001,-5001.613636363638,-4662.075983741596,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,-1,47,5.906250000000001,-5001.613636363638,-4936.39628341729,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,-1,71,5.906250000000001,-5001.613636363638,-5331.452582487586,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,-1,89,5.906250000000001,-5001.613636363638,-5389.522531422603,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,0,11,4.550000000000001,-3412.9000000000005,-3151.428316768346,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,0,29,4.550000000000001,-3412.9000000000005,-3181.21316073501,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,0,47,4.550000000000001,-3412.9000000000005,-3368.3983011377877,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,0,71,4.550000000000001,-3412.9000000000005,-3637.9688319949596,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,0,89,4.550000000000001,-3412.9000000000005,-3677.5934298006405,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,1,11,3.5200892857142856,-2374.414540816326,-2192.5040931978897,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,1,29,3.5200892857142856,-2374.414540816326,-2213.2259328680802,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,1,47,3.5200892857142856,-2374.414540816326,-2343.4539264210994,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,1,71,3.5200892857142856,-2374.414540816326,-2530.998884738907,1
exp_schedule_sensitivity_transfer,5,5,measurement_reset_asymmetry,1,89,3.5200892857142856,-2374.414540816326,-2558.56641417247,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,-1,11,5.662222222222223,-3905.8859259259275,-3606.645231043956,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,-1,29,5.662222222222223,-3905.8859259259275,-3640.7324304507047,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,-1,47,5.662222222222223,-3905.8859259259275,-3854.9560541846777,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,-1,71,5.662222222222223,-3905.8859259259275,-4163.465457483751,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,-1,89,5.662222222222223,-3905.8859259259275,-4208.8137416085965,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,0,11,4.550000000000001,-2839.5500000000006,-2622.004241811819,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,0,29,4.550000000000001,-2839.5500000000006,-2646.7853820988307,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,0,47,4.550000000000001,-2839.5500000000006,-2802.524362271325,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,0,71,4.550000000000001,-2839.5500000000006,-3026.808402499718,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,0,89,4.550000000000001,-2839.5500000000006,-3059.7762675702215,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,1,11,3.665454545454546,-2091.2806611570254,-1931.061881063107,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,1,29,3.665454545454546,-2091.2806611570254,-1949.3127727338456,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,1,47,3.665454545454546,-2091.2806611570254,-2064.01190373103,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,1,71,3.665454545454546,-2091.2806611570254,-2229.1933148475105,1
exp_schedule_sensitivity_transfer,5,5,cnot_decomposition,1,89,3.665454545454546,-2091.2806611570254,-2253.4735911805838,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,-1,11,5.046315789473685,-1653.102880886427,-1526.4541092199643,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,-1,29,5.046315789473685,-1653.102880886427,-1540.8809636159458,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,-1,47,5.046315789473685,-1653.102880886427,-1631.5476385431225,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,-1,71,5.046315789473685,-1653.102880886427,-1762.1192407471349,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,-1,89,5.046315789473685,-1653.102880886427,-1781.3121666419859,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,0,11,4.550000000000001,-1419.7500000000005,-1310.9790362248705,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,0,29,4.550000000000001,-1419.7500000000005,-1323.369388189965,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,0,47,4.550000000000001,-1419.7500000000005,-1401.2375071172244,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,0,71,4.550000000000001,-1419.7500000000005,-1513.377552587197,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,0,89,4.550000000000001,-1419.7500000000005,-1529.8611948663774,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,1,11,4.106666666666667,-1223.759047619048,-1130.0034913323361,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,1,29,4.106666666666667,-1223.759047619048,-1140.6834035143886,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,1,47,4.106666666666667,-1223.759047619048,-1207.8021322048692,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,1,71,4.106666666666667,-1223.759047619048,-1304.4616815933462,1
exp_schedule_sensitivity_transfer,5,5,idle_padding,1,89,4.106666666666667,-1223.759047619048,-1318.6698213199622,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,-1,11,22.17142857142857,-46497.41538461539,-42935.12013232648,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,-1,29,22.17142857142857,-46497.41538461539,-43340.90942063963,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,-1,47,22.17142857142857,-46497.41538461539,-45891.12338153374,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,-1,71,22.17142857142857,-46497.41538461539,-49563.75748998028,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,-1,89,22.17142857142857,-46497.41538461539,-50103.603774260235,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,0,11,18.2,-34781.399999999994,-32116.70100408641,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,0,29,18.2,-34781.399999999994,-32420.243027568533,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,0,47,18.2,-34781.399999999994,-34327.876196546575,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,0,71,18.2,-34781.399999999994,-37075.111820782746,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,0,89,18.2,-34781.399999999994,-37478.93232127163,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,1,11,14.972477064220184,-26290.03087282215,-24275.879088553942,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,1,29,14.972477064220184,-26290.03087282215,-24505.315775074436,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,1,47,14.972477064220184,-26290.03087282215,-25947.22826009379,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,1,71,14.972477064220184,-26290.03087282215,-28023.766564362333,1
exp_schedule_sensitivity_transfer,5,20,temporal_order,1,89,14.972477064220184,-26290.03087282215,-28329.000207198194,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,-1,11,23.625,-68245.94318181818,-63017.433223283835,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,-1,29,23.625,-68245.94318181818,-63613.02488111978,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,-1,47,23.625,-68245.94318181818,-67356.06641659066,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,-1,71,23.625,-68245.94318181818,-72746.52471667889,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,-1,89,23.625,-68245.94318181818,-73538.87669020548,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,0,11,18.2,-46343.35,-42792.85812180442,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,0,29,18.2,-46343.35,-43197.30286048487,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,0,47,18.2,-46343.35,-45739.06689590491,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,0,71,18.2,-46343.35,-49399.53203147867,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,0,89,18.2,-46343.35,-49937.589579229236,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,1,11,14.080357142857142,-32071.223214285703,-29614.158337747453,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,1,29,14.080357142857142,-32071.223214285703,-29894.048278635717,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,1,47,14.080357142857142,-32071.223214285703,-31653.03811726412,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,1,71,14.080357142857142,-32071.223214285703,-34186.20834408409,1
exp_schedule_sensitivity_transfer,5,20,measurement_reset_asymmetry,1,89,14.080357142857142,-32071.223214285703,-34558.56303393796,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,-1,11,22.64888888888889,-53306.35851851852,-49222.411350776405,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,-1,29,22.64888888888889,-53306.35851851852,-49687.62321485245,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,-1,47,22.64888888888889,-53306.35851851852,-52611.28291881379,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,-1,71,22.64888888888889,-53306.35851851852,-56821.72663644389,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,-1,89,22.64888888888889,-53306.35851851852,-57440.62640402622,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,0,11,18.2,-38603.600000000006,-35646.07171883106,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,0,29,18.2,-38603.600000000006,-35982.97060322601,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,0,47,18.2,-38603.600000000006,-38100.237527558,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,0,71,18.2,-38603.600000000006,-41149.37255788351,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,0,89,18.2,-38603.600000000006,-41597.56972857453,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,1,11,14.661818181818182,-28312.692892561983,-26143.579391598265,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,1,29,14.661818181818182,-28312.692892561983,-26390.668125543307,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,1,47,14.661818181818182,-28312.692892561983,-27943.51625888297,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,1,71,14.661818181818182,-28312.692892561983,-30179.816078111195,1
exp_schedule_sensitivity_transfer,5,20,cnot_decomposition,1,89,14.661818181818182,-28312.692892561983,-30508.53331818958,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,-1,11,20.185263157894738,-22518.461385041555,-20793.259942827066,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,-1,29,20.185263157894738,-22518.461385041555,-20989.781627823057,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,-1,47,20.185263157894738,-22518.461385041555,-22224.837256764287,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,-1,71,20.185263157894738,-22518.461385041555,-24003.475244883593,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,-1,89,20.185263157894738,-22518.461385041555,-24264.92005005955,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,0,11,18.2,-19301.7,-17822.94352069137,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,0,29,18.2,-19301.7,-17991.3920901752,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,0,47,18.2,-19301.7,-19050.020067705245,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,0,71,18.2,-19301.7,-20574.5796842911,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,0,89,18.2,-19301.7,-20798.677108612326,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,1,11,16.426666666666666,-16603.22666666667,-15331.207672963359,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,1,29,16.426666666666666,-16603.22666666667,-15476.106297479117,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,1,47,16.426666666666666,-16603.22666666667,-16386.732836416424,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,1,71,16.426666666666666,-16603.22666666667,-17698.151461771777,1
exp_schedule_sensitivity_transfer,5,20,idle_padding,1,89,16.426666666666666,-16603.22666666667,-17890.91895538226,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,-1,11,55.42857142857142,-280669.9591836735,-259167.0594033357,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,-1,29,55.42857142857142,-280669.9591836735,-261616.5044326116,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,-1,47,55.42857142857142,-280669.9591836735,-277010.22992021387,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,-1,71,55.42857142857142,-280669.9591836735,-299179.162468136,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,-1,89,55.42857142857142,-280669.9591836735,-302437.8088535531,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,0,11,45.5,-209776.19999999998,-193704.66666590283,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,0,29,45.5,-209776.19999999998,-195535.41218581836,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,0,47,45.5,-209776.19999999998,-207040.8730695715,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,0,71,45.5,-209776.19999999998,-223610.20753445482,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,0,89,45.5,-209776.19999999998,-226045.7601595549,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,1,11,37.43119266055045,-158421.15074488672,-146284.06939332024,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,1,29,37.43119266055045,-158421.15074488672,-147666.63239134417,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,1,47,37.43119266055045,-158421.15074488672,-156355.45578052968,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,1,71,37.43119266055045,-158421.15074488672,-168868.47219041662,1
exp_schedule_sensitivity_transfer,5,50,temporal_order,1,89,37.43119266055045,-158421.15074488672,-170707.78022234817,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,-1,11,59.0625,-412191.98863636365,-380612.8233858866,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,-1,29,59.0625,-412191.98863636365,-384210.0791114699,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,-1,47,59.0625,-412191.98863636365,-406817.3091111176,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,-1,71,59.0625,-412191.98863636365,-439374.61028952245,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,-1,89,59.0625,-412191.98863636365,-444160.2593763518,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,0,11,45.5,-279624.24999999994,-258201.46488473465,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,0,29,45.5,-279624.24999999994,-260641.78386728483,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,0,47,45.5,-279624.24999999994,-275978.15601304686,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,0,71,45.5,-279624.24999999994,-298064.49241699616,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,0,89,45.5,-279624.24999999994,-301310.99786484556,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,1,11,35.200892857142854,-193295.9948979591,-178487.0555361534,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,1,29,35.200892857142854,-193295.9948979591,-180173.97605753315,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,1,47,35.200892857142854,-193295.9948979591,-190775.55768731103,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,1,71,35.200892857142854,-193295.9948979591,-206043.19047971867,1
exp_schedule_sensitivity_transfer,5,50,measurement_reset_asymmetry,1,89,35.200892857142854,-193295.9948979591,-208287.40392144874,1
exp_schedule_sensitivity_transfer,5,50,cnot_decomposition,-1,11,56.62222222222221,-321973.97037037037,-297306.6563589667,1
exp_schedule_sensitivity_transfer,5,50,cnot_decomposition,-1,29,56.62222222222221,-321973.97037037037,-300116.56712951633,1
exp_schedule_sensitivity_transfer,5,50,cnot_decomposition,-1,47,56.62222222222221,-321973.97037037037,-317775.66726424557,1
exp_schedule_sensitivity_transfer,5,50,cnot_decomposition,-1,71,56.62222222222221,-321973.97037037037,-343207.0288965618,1
exp_schedule_sensitivity_transfer,5,50,cnot_decomposition,-1,89,56.62222222222221,-321973.97037037037,-346945.22488232877,1
exp_schedule_sensitivity_transfer,5,50,cnot_decomposition,0,11,45.5,-232981.7,-215132.32930025132,1
